date,duration,durationString,threads,memory,swap,renderer
May 21  2019 13:55:49,113,113 s,7,2300352,4998588,houdini
May 21  2019 13:56:17,66,66 s,7,2211836,4965300,houdini
May 21  2019 13:56:23,55,55 s,7,923976,3421384,houdini
May 21  2019 13:56:22,59,59 s,7,827804,3351248,houdini
May 21  2019 13:56:16,73,73 s,7,2552540,5299128,houdini
May 21  2019 13:55:51,114,114 s,7,2368796,5106612,houdini
May 21  2019 13:55:49,117,117 s,7,2709080,5495732,houdini
May 21  2019 13:56:06,89,89 s,7,952796,3515636,houdini
May 21  2019 13:56:19,64,64 s,7,1112144,3539552,houdini
May 21  2019 13:56:11,80,80 s,7,3096380,5892528,houdini
May 21  2019 13:56:14,76,76 s,7,2535472,5329840,houdini
May 21  2019 13:56:24,56,56 s,7,1633380,4128608,houdini
May 21  2019 13:56:07,87,87 s,7,953084,3555760,houdini
May 21  2019 13:55:48,121,2.0 m,7,2709280,5533620,houdini
May 21  2019 13:55:46,126,2.1 m,7,4163700,6973368,houdini
May 21  2019 13:56:29,50,50 s,7,870684,3355856,houdini
May 21  2019 13:56:08,85,85 s,7,3499804,6291896,houdini
May 21  2019 13:56:09,85,85 s,7,3498700,6308788,houdini
May 21  2019 13:56:29,46,46 s,7,629272,2940512,houdini
May 21  2019 13:55:46,127,2.1 m,7,3236756,6004152,houdini
May 21  2019 13:55:48,122,2.0 m,7,4178996,6971316,houdini
May 21  2019 13:56:09,83,83 s,7,3450900,6268848,houdini
May 21  2019 13:56:27,46,46 s,7,637048,2951780,houdini
May 21  2019 13:56:27,47,47 s,7,679412,3080916,houdini
May 21  2019 13:56:10,77,77 s,7,3402920,6186424,houdini
May 21  2019 13:55:48,123,2.0 m,7,4199296,6995888,houdini
May 21  2019 13:55:56,105,105 s,7,1002476,3547252,houdini
May 21  2019 13:56:04,95,95 s,7,1052540,3581060,houdini
May 21  2019 13:56:35,34,34 s,5,302228,1364476,houdini
May 21  2019 13:55:54,106,106 s,7,930404,3507440,houdini
May 21  2019 13:55:54,113,113 s,7,1160772,3602044,houdini
May 21  2019 13:56:28,42,42 s,5,300160,1360376,houdini
May 21  2019 13:55:56,107,107 s,7,1742412,4264292,houdini
May 21  2019 13:55:59,99,99 s,7,1281312,3733620,houdini
May 21  2019 13:56:20,66,66 s,7,2194212,4916148,houdini
May 21  2019 13:56:19,62,62 s,7,1912872,4443496,houdini
May 21  2019 13:56:02,95,95 s,7,1034896,3554400,houdini
May 21  2019 13:55:55,108,108 s,7,1583632,4099944,houdini
May 21  2019 13:56:02,94,94 s,7,933936,3514796,houdini
May 21  2019 13:56:08,92,92 s,7,1014276,3540088,houdini
May 21  2019 1:30:00,29447,8.1 h,7,1271944,4007380,houdini
May 21  2019 0:28:08,30745,8.5 h,7,1267052,3982800,houdini
May 21  2019 0:28:08,27676,7.6 h,7,1247780,3995092,houdini
May 21  2019 1:30:01,29315,8.1 h,7,1288996,4003284,houdini
May 21  2019 0:28:08,30102,8.3 h,7,1312800,3999184,houdini
May 21  2019 0:28:13,27667,7.6 h,7,1300988,3990992,houdini
May 21  2019 0:28:24,27640,7.6 h,7,1306008,3990996,houdini
May 21  2019 0:28:13,27660,7.6 h,8,1275244,3986896,houdini
May 21  2019 0:28:15,30747,8.5 h,7,1260584,3990996,houdini
May 21  2019 0:28:48,30085,8.3 h,7,1269500,3986900,houdini
May 21  2019 0:28:51,27635,7.6 h,7,1253960,3982804,houdini
May 21  2019 0:28:14,30160,8.3 h,7,1249040,3995096,houdini
May 21  2019 0:28:06,27759,7.7 h,7,1271792,4003280,houdini
May 21  2019 0:28:02,27766,7.7 h,7,1308900,4003276,houdini
May 21  2019 0:27:58,30773,8.5 h,7,1269760,3995088,houdini
May 21  2019 0:28:00,30753,8.5 h,7,1297544,3986896,houdini
May 21  2019 0:28:01,27661,7.6 h,7,1246168,3978708,houdini
May 21  2019 0:28:04,30754,8.5 h,7,1240236,3962328,houdini
May 21  2019 0:27:54,27724,7.7 h,7,1301992,4003280,houdini
May 21  2019 0:27:48,30717,8.5 h,7,1272884,4011472,houdini
May 21  2019 0:27:49,27688,7.6 h,7,1308868,4011476,houdini
May 21  2019 0:27:49,27695,7.6 h,7,1285540,3986896,houdini
May 21  2019 0:28:17,30748,8.5 h,7,1264072,3990996,houdini
May 21  2019 0:29:00,27629,7.6 h,7,1263728,3990992,houdini
May 21  2019 0:28:31,27645,7.6 h,7,1264936,3995084,houdini
May 21  2019 0:28:36,30145,8.3 h,7,1277420,3999188,houdini
May 21  2019 0:29:00,30110,8.3 h,7,1285012,3982808,houdini
May 21  2019 0:28:19,30688,8.5 h,7,1296184,3995092,houdini
May 21  2019 0:28:46,30091,8.3 h,7,1301796,3990992,houdini
May 21  2019 1:29:47,29156,8.0 h,7,1290568,3986904,houdini
May 21  2019 1:29:44,29452,8.1 h,7,1258388,3986904,houdini
May 21  2019 0:28:49,30097,8.3 h,7,1258252,3991000,houdini
May 21  2019 0:28:24,27680,7.6 h,7,1261700,3999188,houdini
May 21  2019 1:29:58,29377,8.1 h,7,1291976,3990992,houdini
May 21  2019 1:29:55,29357,8.1 h,8,1314992,4003284,houdini
May 21  2019 0:28:30,30109,8.3 h,7,1304332,3986896,houdini
May 21  2019 1:29:52,29468,8.1 h,7,1298744,3990992,houdini
May 21  2019 0:28:24,30774,8.5 h,7,1270424,3999184,houdini
May 21  2019 0:28:21,30757,8.5 h,7,1264540,3995088,houdini
May 21  2019 1:29:50,29475,8.1 h,7,1270292,3995088,houdini
Apr 5  2019 22:01:36,93,93 s,5,506580,5195864,maya arnold
Apr 5  2019 22:01:29,82,82 s,5,539732,4953180,maya arnold
Apr 5  2019 22:01:25,84,84 s,5,547472,5518240,maya arnold
Apr 5  2019 22:01:34,89,89 s,5,511604,5067928,maya arnold
Apr 5  2019 22:01:23,98,98 s,5,511984,5200572,maya arnold
Apr 5  2019 22:01:17,88,88 s,5,634908,5209084,maya arnold
Apr 5  2019 22:01:20,85,85 s,5,629000,5209004,maya arnold
Apr 5  2019 22:01:33,87,87 s,5,517152,5207272,maya arnold
Apr 5  2019 22:01:23,77,77 s,5,631428,5213100,maya arnold
Apr 5  2019 22:01:24,85,85 s,5,544832,5097380,maya arnold
Apr 5  2019 22:01:39,90,90 s,5,492484,5043644,maya arnold
Apr 5  2019 22:01:39,91,91 s,5,502640,5324080,maya arnold
Apr 5  2019 22:01:21,70,70 s,5,654920,5501572,maya arnold
Apr 5  2019 22:01:42,94,94 s,5,491724,5117644,maya arnold
Apr 5  2019 22:01:22,77,77 s,5,579816,5165424,maya arnold
Apr 5  2019 22:01:23,84,84 s,5,545596,5100428,maya arnold
Apr 5  2019 22:01:43,91,91 s,5,482088,5203024,maya arnold
Apr 5  2019 22:00:54,158,2.6 m,5,679300,6353156,maya arnold
Apr 5  2019 22:00:55,155,2.5 m,5,681892,6349804,maya arnold
Apr 5  2019 22:00:54,158,2.6 m,5,682788,6349264,maya arnold
Apr 5  2019 22:00:54,93,93 s,5,709756,6391812,maya arnold
Apr 5  2019 22:00:48,160,2.6 m,5,718420,6382456,maya arnold
Apr 5  2019 22:00:49,159,2.6 m,5,675896,6347972,maya arnold
Apr 5  2019 22:00:52,157,2.6 m,5,685924,6355724,maya arnold
Apr 5  2019 22:00:51,152,2.5 m,5,833156,6446060,maya arnold
Apr 5  2019 22:00:58,159,2.6 m,5,2458780,8254124,maya arnold
Apr 5  2019 22:00:57,156,2.6 m,5,653780,5239428,maya arnold
Apr 5  2019 22:01:07,93,93 s,5,653420,5108364,maya arnold
Apr 5  2019 22:01:09,90,90 s,5,652104,5103876,maya arnold
Apr 5  2019 22:01:01,85,85 s,5,721988,6392644,maya arnold
Apr 5  2019 22:01:50,85,85 s,5,439868,5133488,maya arnold
Apr 5  2019 22:01:47,88,88 s,5,473544,5026740,maya arnold
Apr 5  2019 22:01:00,157,2.6 m,5,834656,6672068,maya arnold
Apr 5  2019 22:01:29,75,75 s,5,550668,5099624,maya arnold
Apr 5  2019 22:01:09,87,87 s,5,657696,5505672,maya arnold
Apr 5  2019 22:01:11,94,94 s,5,623824,5208620,maya arnold
Apr 5  2019 22:01:31,83,83 s,5,536228,5085480,maya arnold
Apr 5  2019 22:01:15,83,83 s,5,655684,5239436,maya arnold
Apr 5  2019 22:01:13,88,88 s,5,637240,5212968,maya arnold
Jan 29  2019 10:26:20,142,2.3 m,5,396952,7409536,maya arnold
Feb 28  2019 13:31:19,20,20 s,0,0,0,houdini
May 26  2019 20:28:56,1007,16.7 m,5,685864,6390848,maya arnold
May 26  2019 20:28:58,1007,16.7 m,5,688608,6389884,maya arnold
May 26  2019 20:28:54,1004,16.7 m,5,683280,6381600,maya arnold
May 26  2019 20:28:46,1005,16.7 m,5,699308,6388768,maya arnold
May 26  2019 20:28:37,999,16.6 m,5,697144,6390948,maya arnold
May 26  2019 20:28:41,995,16.5 m,5,698440,6388916,maya arnold
May 26  2019 20:28:47,1002,16.7 m,5,676228,6438276,maya arnold
May 26  2019 20:28:43,1002,16.7 m,5,703796,6382096,maya arnold
Apr 9  2019 19:45:34,107,107 s,5,2515372,12555232,maya arnold
Apr 9  2019 19:45:33,12,12 s,0,0,0,unknown
Feb 28  2019 13:37:34,12850,3.5 h,5,1338900,3358272,houdini
Feb 28  2019 13:37:38,12923,3.5 h,5,1336100,3370660,houdini
Feb 28  2019 13:37:35,13819,3.8 h,5,1322184,3343684,houdini
Feb 28  2019 13:37:36,13824,3.8 h,5,1359908,3377996,houdini
Feb 28  2019 13:37:36,13132,3.6 h,5,1358952,3345388,houdini
Feb 28  2019 13:37:35,12988,3.6 h,5,1327136,3345584,houdini
Feb 28  2019 13:37:26,13552,3.7 h,5,1330764,3354284,houdini
Feb 28  2019 13:37:27,13151,3.6 h,5,1392152,3385528,houdini
Feb 28  2019 13:37:32,13768,3.8 h,5,1413856,3377608,houdini
Feb 28  2019 13:37:39,13056,3.6 h,5,1346024,3337860,houdini
Feb 28  2019 13:37:39,13835,3.8 h,5,1351352,3345128,houdini
Feb 28  2019 13:37:33,13571,3.7 h,5,1347040,3353160,houdini
Feb 28  2019 13:37:29,13331,3.7 h,5,1320952,3343804,houdini
Feb 28  2019 13:37:39,12324,3.4 h,5,1339612,3340516,houdini
Feb 28  2019 13:37:33,13353,3.7 h,5,1336740,3372588,houdini
Feb 28  2019 13:37:39,13091,3.6 h,5,1342352,3361136,houdini
Feb 28  2019 13:37:38,13184,3.6 h,5,1336180,3348752,houdini
Feb 28  2019 13:37:32,13561,3.7 h,5,1334364,3354012,houdini
Feb 28  2019 13:37:17,13513,3.7 h,5,1337736,3333484,houdini
Feb 28  2019 13:37:15,13615,3.7 h,5,1353356,3366572,houdini
Feb 28  2019 13:37:12,12904,3.5 h,5,1395856,3357076,houdini
Feb 28  2019 13:37:11,13316,3.6 h,5,1319584,3347832,houdini
Feb 28  2019 13:37:09,13627,3.7 h,5,1346196,3344368,houdini
Feb 28  2019 13:37:09,12876,3.5 h,5,1335576,3382328,houdini
Feb 28  2019 13:37:10,13387,3.7 h,5,1383456,3346612,houdini
Feb 28  2019 13:37:11,13279,3.6 h,5,1326428,3352648,houdini
Feb 28  2019 13:37:18,12236,3.3 h,5,1335300,3385880,houdini
Feb 28  2019 13:37:19,13315,3.6 h,5,1378388,3353060,houdini
Feb 28  2019 13:37:25,13389,3.7 h,5,1338480,3354244,houdini
Feb 28  2019 13:37:29,13196,3.6 h,5,1314928,3341548,houdini
Feb 28  2019 13:37:21,13282,3.6 h,7,1313196,3333728,houdini
Feb 28  2019 13:37:38,13463,3.7 h,5,1345332,3332812,houdini
Feb 28  2019 13:37:40,12975,3.6 h,5,1384116,3353928,houdini
Feb 28  2019 13:37:22,13075,3.6 h,5,1367276,3338708,houdini
Feb 28  2019 13:37:35,13066,3.6 h,5,1398180,3372724,houdini
Feb 28  2019 13:37:25,12579,3.4 h,5,1375176,3393368,houdini
Feb 28  2019 13:37:24,13909,3.8 h,5,1349968,3352304,houdini
Feb 28  2019 13:37:35,12834,3.5 h,7,1384984,3369620,houdini
Feb 28  2019 13:37:27,13767,3.8 h,5,1338512,3365988,houdini
Feb 28  2019 13:37:27,13601,3.7 h,6,1383176,3360704,houdini
Jan 29  2019 11:08:21,511,8.5 m,5,391120,7409580,maya arnold
May 25  2019 22:50:48,49003,13.6 h,5,388632,6145044,maya arnold
May 25  2019 23:00:54,1692,28.2 m,5,700932,6399832,maya arnold
May 25  2019 22:42:50,13167,3.6 h,5,703780,6457412,maya arnold
May 25  2019 22:43:02,13165,3.6 h,5,700868,6396864,maya arnold
May 25  2019 23:00:46,1686,28.1 m,5,701280,6387848,maya arnold
May 25  2019 22:50:39,49012,13.6 h,5,392544,6145044,maya arnold
May 25  2019 23:01:04,1676,27.9 m,5,706640,6390292,maya arnold
May 25  2019 22:51:08,48982,13.6 h,5,390152,6145044,maya arnold
May 25  2019 22:51:13,48977,13.6 h,5,382428,6149140,maya arnold
May 25  2019 23:03:13,6164,102.7 m,5,186480,10446152,maya arnold
May 25  2019 23:00:17,11862,3.2 h,7,698972,6397224,maya arnold
May 25  2019 22:55:39,6624,110.4 m,5,191992,10427728,maya arnold
May 25  2019 22:51:35,48953,13.5 h,5,390464,6145044,maya arnold
May 25  2019 22:59:18,6400,106.6 m,5,227996,10446148,maya arnold
May 25  2019 22:51:17,48975,13.6 h,5,388552,6145048,maya arnold
May 25  2019 22:57:35,11862,3.2 h,5,700768,6391344,maya arnold
May 25  2019 22:50:31,49020,13.6 h,5,386488,6145048,maya arnold
May 25  2019 22:50:35,49018,13.6 h,5,381956,6145052,maya arnold
May 25  2019 22:57:40,11861,3.2 h,5,701584,6391900,maya arnold
May 25  2019 22:51:31,48960,13.6 h,5,394796,6145048,maya arnold
May 25  2019 22:57:22,11911,3.3 h,5,705552,6395692,maya arnold
May 25  2019 22:46:57,5289,88.1 m,5,702756,6405012,maya arnold
May 25  2019 22:35:31,13207,3.6 h,5,701956,6393896,maya arnold
May 25  2019 22:33:56,3007,50.1 m,5,698456,6396684,maya arnold
May 25  2019 22:47:45,49188,13.6 h,7,378896,6149144,maya arnold
May 25  2019 22:57:27,11861,3.2 h,5,701980,6447260,maya arnold
May 25  2019 22:50:36,12100,3.3 h,5,701784,6392364,maya arnold
May 25  2019 22:35:39,13206,3.6 h,5,700468,6396036,maya arnold
May 25  2019 22:35:38,13207,3.6 h,5,704460,6395604,maya arnold
May 25  2019 22:50:27,49025,13.6 h,5,384556,6145044,maya arnold
May 25  2019 22:45:34,49320,13.7 h,5,396316,6145048,maya arnold
May 25  2019 22:42:43,13167,3.6 h,5,695916,6396176,maya arnold
May 25  2019 22:35:55,13226,3.6 h,5,700368,6391928,maya arnold
May 25  2019 22:46:46,13082,3.6 h,5,696856,6395804,maya arnold
May 25  2019 22:45:23,49332,13.7 h,5,388944,6145052,maya arnold
May 25  2019 23:06:03,1529,25.4 m,5,699840,6391940,maya arnold
May 25  2019 22:35:46,13214,3.6 h,5,701924,6396796,maya arnold
May 25  2019 22:35:50,13215,3.6 h,5,693916,6389924,maya arnold
May 25  2019 23:05:56,1536,25.6 m,5,693800,6401916,maya arnold
May 25  2019 22:45:17,49339,13.7 h,5,384216,6145044,maya arnold
Apr 5  2019 13:02:00,234,3.9 m,3,3492684,7876316,maya vray
Apr 5  2019 13:02:15,241,4.0 m,3,3404288,6213112,maya vray
Apr 5  2019 13:02:16,246,4.1 m,3,3426832,6249140,maya vray
Apr 5  2019 13:02:00,240,4.0 m,3,3465724,6442940,maya vray
Apr 5  2019 13:02:49,170,2.8 m,3,3613556,7815988,maya vray
Apr 5  2019 13:01:57,233,3.8 m,3,3624732,6544912,maya vray
Apr 5  2019 13:02:12,248,4.1 m,3,3450388,6474508,maya vray
Apr 5  2019 13:02:07,243,4.0 m,3,3473344,7892148,maya vray
Apr 5  2019 13:01:58,244,4.0 m,3,3306704,6156888,maya vray
Apr 5  2019 13:02:48,174,2.9 m,3,3622292,7811100,maya vray
Apr 5  2019 13:02:19,245,4.0 m,3,3499404,7946976,maya vray
Apr 5  2019 13:02:02,246,4.1 m,3,3644896,6646500,maya vray
Apr 5  2019 13:02:42,209,3.4 m,3,3577968,6484500,maya vray
Apr 5  2019 13:02:46,203,3.3 m,3,3201764,6145652,maya vray
Apr 5  2019 13:02:02,247,4.1 m,3,3598484,6699324,maya vray
Apr 5  2019 13:02:22,243,4.0 m,3,3461648,7946968,maya vray
Apr 5  2019 13:02:31,204,3.4 m,3,3555436,7942144,maya vray
Apr 5  2019 13:02:01,248,4.1 m,3,3599424,7816160,maya vray
Apr 5  2019 13:02:02,239,3.9 m,3,3607600,6721184,maya vray
Apr 5  2019 13:02:30,234,3.9 m,3,3539932,7952092,maya vray
Apr 5  2019 13:02:38,197,3.2 m,3,3507896,6385156,maya vray
Apr 5  2019 13:02:45,177,2.9 m,3,3667904,6647856,maya vray
Apr 5  2019 13:02:46,204,3.4 m,3,3534564,6507032,maya vray
Apr 5  2019 13:02:36,205,3.4 m,3,3594908,6292088,maya vray
Apr 5  2019 13:02:05,239,3.9 m,3,3554124,7881748,maya vray
Apr 5  2019 13:02:29,211,3.5 m,3,3594588,7946976,maya vray
Apr 5  2019 13:02:43,205,3.4 m,3,3558992,7882956,maya vray
Apr 5  2019 13:02:38,191,3.1 m,3,3652336,6662144,maya vray
Apr 5  2019 13:02:36,205,3.4 m,3,3544828,6479360,maya vray
Apr 5  2019 13:02:45,196,3.2 m,3,3374200,6157232,maya vray
Apr 5  2019 13:02:35,195,3.2 m,3,3555484,6539904,maya vray
Apr 5  2019 13:02:04,244,4.0 m,3,3491840,7821428,maya vray
Apr 5  2019 13:02:48,199,3.3 m,3,3517560,6495776,maya vray
Apr 5  2019 13:02:30,206,3.4 m,3,3554548,7881688,maya vray
Apr 5  2019 13:02:29,215,3.5 m,3,3549000,6609048,maya vray
Apr 5  2019 13:02:47,177,2.9 m,3,3431776,6288984,maya vray
Apr 5  2019 13:02:31,201,3.3 m,3,3467624,6297232,maya vray
Apr 5  2019 13:02:47,193,3.2 m,3,3244984,6016104,maya vray
Apr 5  2019 13:02:47,198,3.3 m,3,3607040,7815904,maya vray
Apr 5  2019 13:02:36,195,3.2 m,3,3312896,6221412,maya vray
May 21  2019 0:16:49,643,10.7 m,7,1088404,3829196,houdini
May 21  2019 0:17:27,592,9.8 m,7,1101976,3833292,houdini
May 21  2019 0:17:52,549,9.1 m,7,1101100,3841492,houdini
May 21  2019 0:17:16,605,10.0 m,7,1099980,3833296,houdini
May 21  2019 0:17:18,603,10.0 m,7,1095524,3816912,houdini
May 21  2019 0:17:55,547,9.1 m,7,1113120,3845584,houdini
May 21  2019 0:17:35,585,9.7 m,7,1103520,3841484,houdini
May 21  2019 0:16:43,653,10.8 m,7,1100368,3857872,houdini
May 21  2019 0:17:58,541,9.0 m,7,1120520,3829196,houdini
May 21  2019 0:17:39,570,9.5 m,7,1088036,3821004,houdini
May 21  2019 0:17:37,577,9.6 m,7,1108448,3837400,houdini
May 21  2019 0:17:55,545,9.0 m,7,1107220,3841480,houdini
May 21  2019 0:17:59,538,8.9 m,7,1075612,3829196,houdini
May 21  2019 0:17:27,589,9.8 m,7,1105604,3837392,houdini
May 21  2019 0:17:26,589,9.8 m,7,1094044,3812820,houdini
May 21  2019 0:18:02,537,8.9 m,7,1110972,3845580,houdini
May 21  2019 0:17:22,595,9.9 m,7,1079956,3812816,houdini
May 21  2019 0:18:00,538,8.9 m,7,1101272,3841488,houdini
May 21  2019 0:17:57,543,9.0 m,7,1091192,3829196,houdini
May 21  2019 0:17:21,599,9.9 m,7,1099420,3833296,houdini
May 21  2019 0:16:25,677,11.2 m,7,1104304,3825104,houdini
May 21  2019 0:16:52,633,10.5 m,7,1116120,3833296,houdini
May 21  2019 0:18:04,530,8.8 m,7,1117624,3849684,houdini
May 21  2019 0:18:01,534,8.9 m,7,1100460,3841488,houdini
May 21  2019 0:16:51,637,10.6 m,7,1127224,3845588,houdini
May 21  2019 0:16:26,674,11.2 m,7,1083996,3816908,houdini
May 21  2019 0:16:30,665,11.0 m,7,1095900,3833288,houdini
May 21  2019 0:16:57,627,10.4 m,7,1108272,3841484,houdini
May 21  2019 0:17:06,619,10.3 m,7,1129152,3845580,houdini
May 21  2019 0:16:29,670,11.1 m,7,1101932,3837384,houdini
May 21  2019 0:16:38,656,10.9 m,7,1100996,3837392,houdini
May 21  2019 0:17:12,607,10.1 m,7,1092912,3849680,houdini
May 21  2019 0:17:10,613,10.2 m,7,1096004,3829200,houdini
May 21  2019 0:16:40,661,11.0 m,7,1112740,3845576,houdini
May 21  2019 0:16:37,661,11.0 m,7,1104852,3829196,houdini
May 21  2019 0:17:43,562,9.3 m,7,1103764,3837388,houdini
May 21  2019 0:17:06,614,10.2 m,7,1113012,3837388,houdini
May 21  2019 0:17:09,612,10.2 m,7,1095384,3837392,houdini
May 21  2019 0:17:47,561,9.3 m,7,1086840,3833296,houdini
May 21  2019 0:16:30,666,11.1 m,7,1096268,3829204,houdini
May 21  2019 15:16:56,35991,9.9 h,7,3297552,6969636,houdini
May 21  2019 15:16:57,35718,9.9 h,7,2943736,5814588,houdini
May 21  2019 15:16:55,36544,10.1 h,7,3278632,7034916,houdini
May 21  2019 15:17:45,35671,9.9 h,7,2984216,5863988,houdini
May 21  2019 15:17:49,36391,10.1 h,7,3475384,7006664,houdini
May 21  2019 15:16:51,36561,10.1 h,7,3266892,6998056,houdini
May 21  2019 15:17:22,36530,10.1 h,7,2882232,5859636,houdini
May 21  2019 15:16:57,36435,10.1 h,7,3272968,7014440,houdini
May 21  2019 15:16:56,36805,10.2 h,7,2900168,5823032,houdini
May 21  2019 15:17:26,26947,7.4 h,7,3303320,6941124,houdini
May 21  2019 15:17:01,35692,9.9 h,7,2962480,5831224,houdini
May 21  2019 15:17:05,36539,10.1 h,7,3445572,6969792,houdini
May 21  2019 15:16:39,36413,10.1 h,7,3369136,6994732,houdini
May 21  2019 15:16:40,36395,10.1 h,7,3307304,6965800,houdini
May 21  2019 15:16:38,36154,10.0 h,7,3341608,6973988,houdini
May 21  2019 15:16:37,36275,10.0 h,7,3302648,6949412,houdini
May 21  2019 15:16:44,36083,10.0 h,7,3258988,7043628,houdini
May 21  2019 15:16:40,36419,10.1 h,7,3310584,6989864,houdini
May 21  2019 15:16:49,36126,10.0 h,7,3226808,7010856,houdini
May 21  2019 15:16:50,36414,10.1 h,7,3261416,7014692,houdini
May 21  2019 15:16:54,9410,2.6 h,7,2865572,5763380,houdini
May 21  2019 15:16:51,36460,10.1 h,7,3272552,7039268,houdini
May 21  2019 15:17:39,36531,10.1 h,7,2854764,5839408,houdini
May 21  2019 15:17:20,36675,10.1 h,7,2922712,5835316,houdini
May 21  2019 15:17:18,25763,7.1 h,7,3316532,6985668,houdini
May 21  2019 15:17:30,36595,10.1 h,7,2893080,5851704,houdini
May 21  2019 15:17:13,36939,10.2 h,7,2917628,5843512,houdini
May 21  2019 15:17:27,36545,10.1 h,7,2886508,5847608,houdini
May 21  2019 15:17:03,36525,10.1 h,7,2917208,5859896,houdini
May 21  2019 15:17:08,36378,10.1 h,7,2953972,5823024,houdini
May 21  2019 15:17:34,25864,7.1 h,7,3358316,7019464,houdini
May 21  2019 15:17:16,25858,7.1 h,7,3293236,6907840,houdini
May 21  2019 15:17:05,36654,10.1 h,7,2929456,5835312,houdini
May 21  2019 15:17:39,36673,10.1 h,7,2850788,5851444,houdini
May 21  2019 15:17:43,36381,10.1 h,7,3439140,6978504,houdini
May 21  2019 15:17:02,19423,5.3 h,7,2903156,5784120,houdini
May 21  2019 15:17:41,36692,10.1 h,7,2997524,5880376,houdini
May 21  2019 15:17:04,36429,10.1 h,7,3459456,6973900,houdini
May 21  2019 15:17:10,26072,7.2 h,7,3302300,6919612,houdini
May 21  2019 15:17:44,35860,9.9 h,7,2957500,5839416,houdini
May 26  2019 21:23:07,11507,3.1 h,7,2569608,5419132,houdini
May 26  2019 21:21:34,11688,3.2 h,9,2580796,5476480,houdini
May 26  2019 21:21:37,11672,3.2 h,8,2533640,5377664,houdini
May 26  2019 21:23:13,11510,3.1 h,7,2589488,5435520,houdini
May 26  2019 21:21:45,11485,3.1 h,8,2570740,5460096,houdini
May 26  2019 21:21:28,11428,3.1 h,7,2551824,5435512,houdini
May 26  2019 21:21:23,11430,3.1 h,9,2571152,5500800,houdini
May 26  2019 21:21:43,11408,3.1 h,7,2579324,5471884,houdini
May 26  2019 21:21:56,11544,3.2 h,7,2552268,5431424,houdini
May 26  2019 21:21:58,11470,3.1 h,9,2544360,5443708,houdini
May 26  2019 21:21:53,11583,3.2 h,7,2575968,5484664,houdini
May 26  2019 21:22:39,11453,3.1 h,7,2537160,5419128,houdini
May 26  2019 21:22:37,11451,3.1 h,9,2663676,5545608,houdini
May 26  2019 21:21:48,11582,3.2 h,7,2638628,5496964,houdini
May 26  2019 21:22:04,11533,3.2 h,9,2579220,5422720,houdini
May 26  2019 21:22:43,11491,3.1 h,7,2595052,5439608,houdini
May 26  2019 21:22:33,11532,3.2 h,9,2549884,5455500,houdini
May 26  2019 21:21:05,11476,3.1 h,7,2564216,5496952,houdini
May 26  2019 21:21:03,11691,3.2 h,7,2569484,5455488,houdini
May 26  2019 21:22:26,11550,3.2 h,7,2598140,5443452,houdini
May 26  2019 21:22:42,11482,3.1 h,7,2565104,5427320,houdini
May 26  2019 21:22:02,11523,3.2 h,9,2568996,5427340,houdini
May 26  2019 21:22:35,11447,3.1 h,9,2571464,5455740,houdini
May 26  2019 21:22:46,11446,3.1 h,9,2598088,5480576,houdini
May 26  2019 21:21:01,11449,3.1 h,9,2553740,5443716,houdini
May 26  2019 21:21:02,11473,3.1 h,9,2576636,5464188,houdini
May 26  2019 21:22:55,11441,3.1 h,7,2574784,5460100,houdini
May 26  2019 21:22:37,11486,3.1 h,7,2529484,5439620,houdini
May 26  2019 21:22:20,11440,3.1 h,7,2545212,5431424,houdini
May 26  2019 21:23:07,11452,3.1 h,9,2553796,5427328,houdini
May 26  2019 21:21:12,11455,3.1 h,7,2570440,5488268,houdini
May 26  2019 21:21:10,11722,3.2 h,7,2556660,5451904,houdini
May 26  2019 21:23:02,11512,3.1 h,9,2554192,5415036,houdini
May 26  2019 21:22:20,11440,3.1 h,9,2570072,5443196,houdini
May 26  2019 21:22:59,11463,3.1 h,9,2572596,5451904,houdini
May 26  2019 21:22:09,11566,3.2 h,9,2603432,5529468,houdini
May 26  2019 21:21:17,11713,3.2 h,9,2597812,5480576,houdini
May 26  2019 21:21:20,11726,3.2 h,9,2574852,5464200,houdini
May 26  2019 21:22:13,11450,3.1 h,9,2575328,5468284,houdini
May 26  2019 21:23:02,11467,3.1 h,9,2575372,5446720,houdini
Mar 2  2019 13:07:51,9459,2.6 h,5,1625952,3726916,houdini
Mar 2  2019 13:07:51,8194,2.2 h,5,1640960,3763780,houdini
Mar 2  2019 13:07:48,9000,2.5 h,5,1592840,3718724,houdini
Mar 2  2019 13:08:12,12641,3.5 h,5,1580480,3747388,houdini
Mar 2  2019 13:08:10,12491,3.4 h,5,1600072,3739200,houdini
Mar 2  2019 13:07:45,8472,2.3 h,6,1593912,3755580,houdini
Mar 2  2019 13:08:36,8179,2.2 h,5,1593432,3690104,houdini
Mar 2  2019 13:07:39,9473,2.6 h,5,1594344,3722812,houdini
Mar 2  2019 13:07:40,8209,2.2 h,5,1614944,3743296,houdini
Mar 2  2019 13:08:34,8237,2.2 h,5,1600048,3690108,houdini
Mar 2  2019 13:07:43,8187,2.2 h,5,1582972,3743300,houdini
Mar 2  2019 13:07:40,8216,2.2 h,5,1585244,3718720,houdini
Mar 2  2019 13:07:29,8836,2.4 h,5,1595692,3739196,houdini
